word,synonyms
ভয়163,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম164,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত164,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস164,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ164,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ164,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি164,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত164,"দৃঢ়, কঠিন, মজবুত"
দুর্বল164,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর164,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়164,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম165,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত165,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস165,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ165,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ165,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি165,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত165,"দৃঢ়, কঠিন, মজবুত"
দুর্বল165,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর165,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়165,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম166,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত166,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস166,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ166,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ166,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি166,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত166,"দৃঢ়, কঠিন, মজবুত"
দুর্বল166,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর166,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়166,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম167,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত167,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস167,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ167,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ167,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি167,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত167,"দৃঢ়, কঠিন, মজবুত"
দুর্বল167,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর167,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়167,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম168,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত168,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস168,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ168,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ168,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি168,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত168,"দৃঢ়, কঠিন, মজবুত"
দুর্বল168,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর168,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়168,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম169,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত169,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস169,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ169,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ169,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি169,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত169,"দৃঢ়, কঠিন, মজবুত"
দুর্বল169,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর169,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়169,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম170,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত170,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস170,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ170,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ170,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি170,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত170,"দৃঢ়, কঠিন, মজবুত"
দুর্বল170,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর170,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়170,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম171,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত171,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস171,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ171,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ171,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি171,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত171,"দৃঢ়, কঠিন, মজবুত"
দুর্বল171,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর171,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়171,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম172,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত172,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস172,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ172,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ172,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি172,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত172,"দৃঢ়, কঠিন, মজবুত"
দুর্বল172,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর172,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়172,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম173,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত173,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস173,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ173,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ173,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি173,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত173,"দৃঢ়, কঠিন, মজবুত"
দুর্বল173,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর173,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়173,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম174,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত174,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস174,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ174,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ174,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি174,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত174,"দৃঢ়, কঠিন, মজবুত"
দুর্বল174,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর174,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়174,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম175,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত175,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস175,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ175,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ175,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি175,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত175,"দৃঢ়, কঠিন, মজবুত"
দুর্বল175,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর175,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়175,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম176,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত176,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস176,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ176,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ176,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি176,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত176,"দৃঢ়, কঠিন, মজবুত"
দুর্বল176,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর176,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়176,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম177,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত177,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস177,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ177,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ177,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি177,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত177,"দৃঢ়, কঠিন, মজবুত"
দুর্বল177,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর177,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়177,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম178,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত178,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস178,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ178,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ178,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি178,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত178,"দৃঢ়, কঠিন, মজবুত"
দুর্বল178,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর178,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়178,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম179,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত179,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস179,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ179,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ179,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি179,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত179,"দৃঢ়, কঠিন, মজবুত"
দুর্বল179,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর179,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়179,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম180,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত180,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস180,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ180,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ180,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি180,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত180,"দৃঢ়, কঠিন, মজবুত"
দুর্বল180,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর180,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়180,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম181,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত181,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস181,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ181,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ181,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি181,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত181,"দৃঢ়, কঠিন, মজবুত"
দুর্বল181,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর181,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়181,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম182,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত182,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস182,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ182,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ182,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি182,"মেধা, প্রজ্ঞা, বিবেক"
